year	pages	words
1775	8	1791
1764	8	1352
1795	16	4694
1775	8	1316
1775	8	1168
1775	8	1118
1775	24	3007
1768	70	6526
1754	7	913
1790	8	1201
1795	101	15015
1795	24	3479
1775	8	2486
1790	8	1881
1798	104	31651
1737	16	4811
	267	21724
1795	99	14081
	134	17767
	455	41167
	370	30235
	434	38279
	227	23340
	56	11587
1720	48	9240
1702	98	26952
1733	32	4950
1738	7	1041
1714	22	2840
	20	2592
1737	1	984
1763	102	22959
1704	119	13979
1720	49	9769
1737	1	260
1778	136	31500
1768	97	20057
1800	1	528
1795	2	1271
1797	34	6581
1746	45	6104
1793	25	5231
1795	2	1101
1789	40	14475
1766	36	4211
1793	6	677
1735	1	287
1720	1	43
1710	1	79
1710	8	1703
1720	1	136
1730	1	328
1730	1	100
1728	1	277
1732	2	1519
1720	1	1103
1728	2	459
1763	1	641
1755	1	338
1785	413	123246
1785	369	128062
1800	181	17881
1787	152	38761
1762	144	29331
1745	8	1199
1720	1	258
1757	16	2117
1775	1	378
1754	191	19095
1787	137	33915
	6	524
1794	427	124462
1794	367	99783
1784	330	107996
1794	355	96875
1774	367	118851
1767	401	124003
1769	276	35827
1784	302	99595
1756	73	21871
1774	376	119408
1782	234	32264
1767	485	160339
1790	288	43794
1775	334	101432
1769	268	38237
1800	556	196206
1791	560	194442
1789	289	44309
1779	486	174904
1775	340	101383
1774	404	127828
1788	574	618334
1788	623	688128
1790	25	8975
1758	43	6359
1735	277	38782
1778	234	38272
1795	28	9949
1783	61	15310
1737	24	1947
1716	26	7712
1748	7	2278
1737	97	24181
1798	108	22346
1776	272	85548
1791	346	114489
1761	388	80530
1800	334	54173
1761	459	117673
1800	361	172718
1795	329	119723
1800	221	94969
1767	411	142067
1796	356	77362
1777	268	54203
1728	446	122665
1800	96	11830
1748	72	18219
1737	4	2671
1786	509	240402
1728	444	115709
1792	256	73975
1764	419	158992
1800	467	171600
1781	296	52370
1784	359	65031
1786	254	63406
1789	59	16677
1800	369	136685
1756	288	92380
1790	145	18088
1791	160	27403
1794	68	18700
1791	181	54127
1794	50	12591
1786	262	53226
1789	144	17061
1782	264	56108
1790	37	5557
1789	145	17756
1786	64	15796
1791	285	82631
1768	2	649
1757	276	70632
1760	85	25912
1788	145	31441
1771	100	22550
1788	174	37955
1799	253	43356
1794	14	2627
1785	154	48623
1799	19	5278
1776	16	2640
1746	157	31404
1775	384	108266
1785	239	76845
1785	240	70461
1785	242	59175
1800	292	76342
1800	330	86519
1800	321	81068
1788	197	44051
1800	343	91574
1759	75	19934
1797	291	98371
1787	251	61630
1787	298	75565
1797	309	106974
1796	298	85649
1785	93	10139
1787	178	35324
1783	311	70231
1789	24	5275
1768	265	54042
1789	573	90105
1791	180	42350
1789	124	33766
1795	282	71048
1791	222	35114
1796	304	77492
1789	134	34249
1789	311	87239
1716	103	17799
1791	239	37792
1795	288	74401
1800	360	84841
1767	96	29202
1787	163	45674
1787	112	32410
1767	116	37910
1770	237	47092
1792	810	484169
1751	239	31043
1785	189	34283
1729	144	19251
1795	65	10401
1704	248	39665
1793	93	9934
1789	228	63135
1709	52	9786
1740	135	19139
1728	35	4705
1742	14	1501
1722	126	25114
1750	28	5536
1790	445	144037
1717	190	31170
1757	30	4288
	291	96068
1800	67	9537
	368	193831
1749	64	17187
	594	346059
1766	231	41752
1702	40	9476
	461	262109
	510	268267
	414	204155
	462	264402
1741	36	9405
1747	54	20476
1748	38	7488
1794	60	14879
1770	56	59016
1701	538	136577
1793	365	73211
1756	31	7355
1760	70	19841
1769	215	34726
1790	100	16799
1753	24	2815
1774	96	12360
1793	369	69399
1793	8	1743
1787	228	47543
1793	328	63113
1797	8	987
1795	8	963
1702	36	11551
1793	318	65006
1783	582	241622
1751	24	9931
1783	516	168820
1799	250	39414
1761	24	3448
1779	95	6619
1795	16	4606
1795	32	9081
1770	40	9418
1800	79	14427
1768	56	8999
1737	178	44488
1800	16	4180
1739	98	29961
1794	292	65171
1794	240	49731
1789	294	82034
1780	6	4261
1772	243	31508
1736	83	18890
1780	55	16327
1771	212	60678
1725	85	25853
1774	21	2800
1789	251	72021
1731	13	1274
1787	446	83803
1789	302	84838
1789	298	88871
1747	176	66288
1748	24	4791
1782	70	23321
1747	235	81006
1800	105	29992
1786	516	145182
1789	264	47442
1750	52	13312
1786	440	124133
1712	16	3754
1789	275	52123
1776	540	217648
1786	88	18556
1789	130	22984
1791	285	36954
1786	99	21655
1789	157	27282
1793	210	155059
1793	175	126557
1785	56	11878
1791	290	38540
1729	227	89089
1772	872	576613
1750	324	113851
1785	528	183469
1750	312	109680
1750	313	110221
1750	324	121461
1750	313	103139
1726	569	264232
1750	348	124904
1750	337	120954
1793	240	53070
1793	227	53558
1750	350	128891
1785	518	165541
1791	216	41106
1783	258	42849
1783	149	33784
1776	119	17154
1777	289	90643
1790	239	51439
1762	125	38033
1755	75	7740
1720	291	38518
1783	258	49430
1720	249	32988
1786	310	104823
1738	143	22153
1798	147	33150
1776	139	27595
1797	184	40917
1796	182	44883
1717	255	27905
1788	297	50090
1784	182	33338
1788	270	46047
1761	381	116064
1780	259	49125
1761	413	87378
1788	323	56179
1788	397	76790
1778	401	124927
1778	361	105065
1778	356	106360
1761	393	119993
1778	369	111640
1778	384	122577
1720	1005	1011262
1761	387	112928
1781	14	1452
1761	369	115341
1761	365	113060
1769	150	39727
1761	409	120673
1792	16	2493
1761	367	107779
1797	8	1623
1761	421	132054
1781	292	27780
1733	308	108302
1798	153	46401
1793	195	65133
1735	31	2518
1709	24	7730
1710	19	4879
1745	41	12775
1790	44	17401
1735	177	52412
1710	218	67281
1722	416	105949
1717	29	8354
1766	48	9477
1789	44	11201
1722	416	108499
1742	20	2902
1709	24	5230
1759	19	3624
1703	123	48926
1800	56	10457
1751	55	11508
1788	20	2778
1794	16	9393
1796	31	5507
1752	72	7919
1732	167	10892
1789	15	1395
1745	80	20413
1790	40	14076
1790	48	17081
1798	253	41851
1789	15	4468
1796	359	66558
1726	385	79895
1726	397	80739
1726	445	93927
1726	433	88828
1726	385	80305
1726	385	85405
1726	357	63624
1726	457	104024
1726	253	58922
1726	475	84703
1726	373	76428
1726	469	89112
1786	4	480
1786	4	337
1715	26	6317
1786	3	476
1790	4	445
1795	358	93716
1715	40	9352
1798	139	33193
1795	334	86843
1701	97	15562
1783	103	15770
1796	114	33085
1766	43	8700
1745	9	956
	12	646
1769	70	35270
1750	62	27459
1738	100	22126
1786	2	948
1748	38	16923
1749	59	21074
1775	68	7860
1703	8	1976
	62	29356
1757	80	37989
1751	144	31433
1793	142	31078
1794	228	58873
1789	323	79416
1751	64	27099
1796	105	21220
1790	146	33529
1787	192	40926
1781	27	2759
1775	8	679
1787	24	5000
1754	4	1401
1785	24	4917
1775	24	7413
1786	22	4726
1785	24	9489
1755	4	1617
1794	291	83344
1788	24	4668
1738	2	3342
1756	1	850
1784	24	4122
1782	24	8305
1780	24	4145
1777	24	3989
1785	8	974
1778	225	28477
1769	80	9285
	366	93586
1778	16	3849
1753	8	635
1750	8	992
	312	76952
1740	163	35651
	372	89301
1795	96	40055
1752	239	58047
1800	24	3808
1722	52	14507
1776	30	7738
1720	63	14632
1776	28	3600
1764	38	10672
1713	58	19023
1706	2	641
1757	37	7513
1704	16	5349
1719	23	5260
1791	26	4861
1747	24	3542
1733	40	6299
1791	18	4768
1787	32	7094
1784	21	5478
1782	23	5427
1792	22	7123
1773	17	5089
1787	280	65773
1779	19	4424
1740	92	29825
1787	19	5225
1775	10	3087
1775	18	5014
1785	23	5723
1780	17	4692
1778	16	3754
1703	289	90324
	960	916935
1757	14	3392
1776	21	5078
1774	17	3994
1761	24	4345
1743	29	11482
1786	26	4633
1701	36	18336
1773	18	5196
1757	72	6630
1763	30	5562
1786	21	5693
1774	28	9432
1724	93	31037
1761	21	4455
1773	20	4091
1766	168	54618
1709	71	16366
1712	251	77602
1765	15	3238
1729	32	5335
1769	31	7236
1714	16	4929
1715	48	20413
1790	47	13658
1772	40	4577
1785	16	3652
1752	8	1589
1795	44	7589
1705	36	7387
1795	13	2676
1794	1	157
1722	23	3709
	842	1018638
1785	3	751
1778	27	4296
1775	48	7792
1796	48	12957
1796	352	51470
1738	27	7876
1797	58	10707
	950	1212384
1775	8	1790
1779	40	14668
1795	36	6177
1720	50	11899
1800	23	3213
1791	2	709
1800	68	25697
1722	64	10838
1795	24	4613
1795	24	6081
1790	14	3380
1795	78	15860
1797	16	4613
1722	176	31306
1780	48	51362
1786	20	3554
1770	8	3272
1774	21	4214
1775	8	2087
1780	24	3490
1795	12	3429
1755	12	1755
1800	16	2411
1793	84	12194
1708	8	1953
1792	8	880
1727	44	12754
1720	28	9334
1764	1	607
1740	22	4429
1713	46	13955
1706	373	108903
1733	66	13820
1733	104	45446
1720	36	6038
1762	2	307
1781	10	2184
1729	9	1190
1794	15	2697
1764	478	171743
1712	72	23579
1800	8	1227
1749	11	1042
1780	8	1043
1708	26	10037
1790	8	1429
1790	12	2685
1775	432	103929
1735	396	98575
1794	290	55232
1708	4	426
1782	77	10782
1770	8	1998
1756	274	49750
1756	278	48325
1787	212	66694
1787	239	73538
1787	217	73616
1787	209	67903
1735	427	115993
1709	39	5941
1777	52	7733
1733	20	2722
1706	30	3819
1706	48	22159
1722	344	58813
1791	132	13234
1798	355	120192
1798	384	120867
1787	12	1177
1722	358	77129
1756	262	47518
1783	40	5166
1706	16	3840
1798	380	108220
1750	24	1618
1797	30	3032
1795	125	29017
1746	14	2076
1787	278	39640
1735	18	5955
1790	8	1813
1705	29	8137
1793	24	5192
1789	56	9830
1757	4	252
1753	79	8351
1720	37	3156
1726	88	17815
1787	318	45608
1776	80	20042
1773	19	1954
1740	42	16306
1750	86	25634
1799	129	20988
1759	240	45492
1796	127	25647
1795	79	14005
1787	286	40810
1792	242	51745
1796	123	25650
1799	229	81030
1797	209	63925
1752	209	27248
1762	400	95312
1778	183	39700
1794	163	37543
1778	165	35078
1799	215	75735
1720	106	22371
1788	202	29500
1752	198	26106
1788	203	28060
1766	58	17126
1778	181	38675
1762	73	15680
1762	370	86983
1755	84	24671
1787	112	14778
1775	128	29543
1760	77	20309
1766	54	17032
1792	220	37462
1797	352	58106
1797	347	56030
1753	103	11666
1799	32	3683
1716	24	6844
1755	39	6652
1797	299	47854
1766	135	24499
	762	206224
1780	82	12980
1766	134	24412
1766	162	29839
1737	549	183632
1766	133	23359
1732	64	15557
	669	213776
1756	85	21318
	876	259352
1752	43	3440
	704	235969
1752	59	9946
1762	353	94458
	783	262543
1773	144	26943
1762	424	105710
1762	339	90868
1762	310	80481
1762	349	93306
1713	141	16502
1782	109	35512
1790	212	52752
1758	135	14837
1790	234	56867
1762	393	105348
1762	350	89562
1790	134	31914
1734	12	2366
1739	24	3780
1791	114	37366
1766	159	17745
1762	341	121404
1744	111	15803
1742	310	57160
1784	59	10181
1762	410	108238
1744	76	16274
1788	17	2273
1742	300	65331
1712	24	6449
1742	326	67008
1704	11	7629
1742	298	67443
1771	33	2797
1800	8	1468
1717	24	1273
1709	32	6712
1794	26	2119
1723	24	4781
1750	88	19136
1770	79	9871
1794	92	32572
1794	20	3044
1790	1	71
1776	84	28740
1794	16	2226
1800	121	15497
1800	54	24524
1776	338	67376
1776	236	47264
1776	410	83543
1776	422	81714
1776	475	89524
1776	614	129431
1776	330	69824
1776	486	101856
1776	537	119943
1776	485	102065
1776	421	87376
1776	555	112148
1776	572	121127
1776	450	89073
1776	578	115514
1776	450	93905
1798	798	582153
1764	249	69761
1764	240	67028
1764	292	81089
1764	268	66411
1701	20	13483
1723	35	7504
1715	16	4870
1778	18	3431
1702	56	14096
1798	15	3389
1708	59	10541
1701	67	44478
1718	31	6537
1702	43	30209
1793	37	6383
1715	120	37839
1723	32	8572
1708	8	2474
1706	24	7803
1704	30	13091
1713	4	2065
1751	66	23679
1705	12	2945
1703	4	2608
1704	11	2705
1709	40	14025
1784	1	269
1793	1	563
1798	1	537
1707	36	17559
1760	1	217
1784	1	170
1800	1	146
1709	28	8455
1790	1	224
1726	1	279
1763	1	303
1781	17	2716
1796	1	65
1741	48	11460
1702	34	9334
1735	64	13013
1795	96	42908
1789	8	3261
1705	128	65952
1751	263	127364
1715	8	2903
1706	63	18413
1709	45	5913
1722	252	46718
1706	31	6601
1710	32	13063
1762	36	6387
1767	351	75883
1738	7	905
1735	24	4883
1708	26	5033
1707	25	6298
1702	110	14056
1771	36	6218
1702	48	14257
1713	8	1410
1710	20	5471
1730	16	4080
1776	42	6075
1798	112	66531
1710	8	2439
1710	16	2791
1711	31	11810
1711	89	45625
1705	24	7093
1711	26	7652
1707	72	12559
1736	23	4958
1713	41	9660
1707	28	6586
1713	50	12511
1731	26	7966
1705	43	11844
1796	12	2453
1787	25	3637
1724	2	430
1702	47	8787
1798	4	381
1773	64	10789
1753	42	10420
1731	123	31126
1787	622	68003
1707	24	7866
1729	143	45080
1770	4	338
1773	4	337
1762	6	912
1789	11	2212
1791	168	55377
1716	62	16524
1739	342	61912
1733	16	4172
1790	335	129453
1715	8	2908
1730	8	1644
1730	31	4901
1715	16	3361
1733	25	3521
1792	1	142
1734	24	8452
1729	12	3458
1721	24	6463
1738	79	18812
1703	16	6178
1736	12	2034
1723	40	10179
1703	132	67761
1721	24	7421
1715	304	72365
1727	40	9955
1724	36	11373
1727	40	9175
1711	135	32650
1741	888	665396
1702	15	2614
1715	20	4219
1711	116	28608
1710	22	13834
1715	18	1821
1702	48	8335
1709	16	3598
1714	16	4739
1709	24	4989
1730	16	2754
1728	85	20388
1712	8	1598
1709	8	1806
	8	4040
1708	45	9125
1708	32	13511
1756	24	5026
1771	13	1066
1721	28	5788
1723	37	5082
1746	30	7937
1710	31	6861
1792	8	1588
1781	23	4047
1707	25	5888
1722	192	57426
1726	26	5326
1721	30	12524
1707	60	22741
1786	1235	811911
1783	1053	849074
1798	117	32434
1766	223	35685
1749	161	21347
1766	230	35167
1771	287	106291
1771	354	141530
1760	187	25665
1771	308	122891
1777	379	162024
1777	396	160981
1779	293	114975
1765	124	29612
1751	377	77503
1760	186	25777
1777	362	150524
1777	380	160297
1777	307	125617
1777	360	125932
1778	343	105465
1777	383	165326
1784	178	66764
1766	428	84450
1766	463	93671
1766	379	76085
1790	190	73955
1766	474	95723
1739	612	213492
1766	399	81263
1790	211	84970
1766	515	103907
1737	153	51093
1795	321	92715
1756	611	280049
1725	605	153193
1756	715	368455
1729	8	646
1765	100	20156
1773	414	92530
	65	17632
1770	59	8937
1726	186	29890
1799	68	8162
1768	486	136203
1768	430	124095
1789	187	27994
1752	326	90131
1773	452	100917
1765	254	84708
1786	28	4632
1711	115	14781
1714	231	47292
1759	428	58988
1709	158	34859
1759	494	69338
1800	60	11471
1795	24	6224
1773	173	25560
1776	225	40355
1773	189	25932
1709	543	165086
1754	293	107788
1711	149	33611
1777	146	24103
1704	183	46903
1797	250	38328
1798	172	35906
1754	293	102125
1767	286	97900
1723	79	12862
1783	45	7754
1799	272	90516
1731	63	7709
1763	24	1978
1758	387	95645
1792	27	5228
1752	96	16536
1770	291	55353
1721	187	50564
1750	8	1566
1755	320	92015
1761	4	1774
1765	32	12543
1762	88	53404
1795	208	35944
1707	164	38158
1797	65	19727
1792	180	48710
1798	2	1233
1788	169	24620
1788	202	27172
1796	137	24654
	426	99551
1787	160	49480
1792	3	590
1792	2	1513
1787	2	1386
1744	7	5403
1776	104	13008
1756	240	111236
1794	2	1340
1790	2	1191
1795	1	162
1750	8	1080
1750	1	477
1780	1	239
1795	1	773
1780	1	238
1780	1	266
1780	1	195
1784	212	23353
1755	148	40061
1788	2	1555
1790	2	1434
1780	1	211
1792	1	350
1780	1	267
	1	209
1780	1	122
1747	1	562
1780	1	271
1780	1	146
1764	28	3439
1780	1	282
1780	1	176
1702	179	36584
	215	142063
1743	436	153465
1770	335	111291
1770	340	115347
1770	369	117151
1724	32	2993
1777	60	15298
1792	214	35210
1795	217	36276
	287	61841
1751	327	91270
	368	90246
	383	93236
1782	8	1368
	384	94267
	288	71204
1797	190	38843
1730	16	3999
1724	2	1660
1780	6	2198
1725	312	104175
1792	40	9918
1750	58	12776
1720	147	29428
1738	169	28232
1750	16	3980
1797	282	62956
1702	32	5039
1707	8	1490
1750	155	21493
1794	3	611
1779	8	2019
1737	413	67413
1750	72	19199
1799	468	119544
1750	8	1158
1756	456	95451
1800	60	11707
1725	292	90216
1780	24	4591
1750	6	735
1734	196	23208
1785	8	1158
1776	74	23479
1750	254	54140
1739	288	77143
1750	239	52739
1790	8	1121
1739	268	73602
1750	176	17822
1739	244	61290
1750	538	191717
1799	156	38582
1750	131	13599
	55	36401
1791	47	7582
1714	33	12093
	536	367085
1754	8	1800
1797	116	34818
1797	308	35292
1798	60	15935
1799	160	29884
1800	8	1208
1797	259	31262
1797	311	31640
1797	312	36823
1797	248	29685
1775	348	101184
1797	229	25501
1797	263	32868
1797	288	28756
1790	46	18569
1705	5	775
1797	205	23431
1797	218	40654
1799	179	32290
1765	28	3797
1779	8	687
1730	24	6122
1785	181	25085
1792	308	130154
1795	165	33417
1732	56	13187
1798	281	34559
1750	159	39351
1783	353	112602
1735	86	10914
1783	326	84828
1783	424	108860
1800	36	12887
1783	456	158866
1783	394	140173
1783	388	133977
1783	418	197567
1783	404	189107
1778	729	241980
1778	544	179068
1791	308	110333
1778	531	174710
1778	564	168425
1778	505	150573
1791	333	112124
1778	617	203237
1778	625	197471
1778	575	177727
1791	371	140471
1778	571	171339
1778	638	210013
1779	38	7263
1711	18	2821
1732	8	1316
1767	75	12691
1718	90	22115
1738	27	7322
1782	10	1906
1792	137	37538
1764	121	41702
1794	24	7427
1733	15	4471
1795	105	35903
1779	41	7857
1778	36	13002
1763	76	21991
1796	112	49195
1776	97	34024
1737	24	8255
1780	8	5127
1759	19	3993
1730	28	6304
1770	16	3164
1722	83	20594
1760	8	874
1763	454	86822
1796	108	65789
1756	327	54860
1784	23	6908
1770	20	5999
1729	64	24724
1735	44	10804
1772	218	72342
1798	256	58497
1729	78	25554
1704	208	59031
1734	205	62171
1729	80	32901
1729	88	34122
1747	40	8445
1783	205	61932
1795	221	57801
1780	160	43424
1774	146	13719
1775	311	92667
1793	200	48579
1775	333	94275
1753	142	42272
1775	321	92724
1775	324	93177
1756	1	378
1757	4	270
1757	4	515
1731	153	41257
1780	228	29092
1757	19	3637
1776	458	148578
1757	8	3041
1769	74	20151
1800	616	204337
1798	93	16268
1780	8	857
	410	315174
1763	108	5139
1742	96	11294
1793	164	46382
1771	207	38048
1748	175	50958
1780	198	41493
1765	240	69369
1764	170	57346
1774	152	54042
1764	202	44963
1792	526	106800
1722	16	8098
1730	370	55514
1764	542	255904
1788	195	45667
1794	392	76622
1767	410	124319
1788	27	2344
1787	24	3947
1711	168	25867
1764	300	92676
1764	224	52259
1790	26	2986
1795	2	1866
1797	1	226
1787	60	10769
1788	16	1729
1733	2	433
1719	396	98423
1784	304	86139
1790	22	4449
1790	12	2326
	508	227201
	279	116336
1732	596	357049
1722	1	221
1712	1	656
1800	2	943
1726	1	204
1722	2	832
1800	1	979
1722	1	396
1767	1	713
1792	1	249
1729	3	533
1726	1	815
	2	903
1726	1	731
1727	1	339
1742	28	4845
1748	1	553
1725	2	463
1722	1	358
1783	144	19238
1795	2	2079
1784	2	1866
1726	4	1620
1800	2	1278
1744	16	1732
1787	2	338
1784	104	15385
1767	234	80537
1797	174	20951
1725	61	16859
1786	59	13853
1757	138	41291
1733	1	310
1784	113	16246
1723	27	2028
1783	46	7405
1767	223	74648
1737	1	298
1796	234	44358
1788	347	68708
1772	130	34342
1788	275	44251
1794	184	30217
1788	324	63101
1765	287	100900
1756	151	29505
1716	183	58566
1777	98	9253
1781	180	31088
1758	34	6171
1798	90	21047
1794	147	13397
1769	72	22272
1776	47	12570
1713	1	47
1712	1	45
1776	120	14070
1701	16	7745
1768	194	50791
1799	37	3155
1768	72	21278
1768	107	28112
1768	108	28971
1710	1	23
1763	151	43732
1768	96	31024
1748	128	20704
1713	1	37
1763	143	32450
1791	47	12228
1798	148	40892
1710	1	33
1728	1	264
1711	1	71
1720	1	300
1709	1	124
1710	1	145
1710	1	244
1712	1	52
1712	1	53
1712	1	24
1711	1	73
1712	1	34
1774	96	31041
1774	65	19824
1739	484	149818
1754	365	132525
1765	8	1437
1746	60	15137
1743	128	19649
1774	101	33833
1774	148	13928
1792	20	3419
1773	32	4417
1772	48	14246
1796	67	9238
1726	84	12672
1720	1	789
1761	10	1405
1727	24	2623
1764	358	133061
1764	24	8956
1764	126	32762
1762	12	1850
1791	147	31326
1792	182	27268
1760	155	15333
1787	85	17952
1800	121	13648
1768	144	33091
1780	104	41711
1779	149	43033
1774	93	28612
1790	155	27099
1746	99	23787
1787	129	98228
1774	120	42693
1780	126	20191
1769	93	24756
1797	145	41345
1796	118	40661
1780	169	11596
1755	143	49025
1794	99	23197
1770	104	31938
1786	96	19792
1777	59	8673
1790	145	47498
1777	88	14088
1785	8	1796
1781	96	12043
1763	18	4288
1731	20	5482
1754	26	3572
1765	96	21970
1785	8	1613
1785	8	1632
1785	8	1156
1770	78	24634
1785	8	1404
1779	19	2076
1785	8	1422
1785	8	1498
1785	8	1225
1785	8	1583
1785	8	1185
1785	8	2087
1785	8	1271
1785	8	1204
1783	8	1439
1783	8	1494
1785	8	2288
1785	8	1294
1783	8	1204
1784	8	1305
1785	8	2202
	60	12535
1776	66	18926
1746	76	19793
1784	8	1197
1734	88	26215
1782	84	22441
1792	75	20625
1760	88	28659
1785	8	1115
1746	72	19320
1712	128	30251
1785	8	1145
1785	8	1565
1800	76	19524
1774	80	24041
1795	220	40761
1785	133	34388
1727	446	54230
1773	122	21563
1787	349	44832
1787	256	33733
1800	164	15335
1722	204	51613
1797	60	18460
1754	141	42498
1708	122	18113
	16	4077
1716	38	10037
1714	22	6392
1702	47	9801
1729	33	6167
1750	120	36408
1715	16	3983
1713	29	8475
1734	132	26099
1756	60	23798
1794	340	96123
	283	92118
1775	177	34193
1759	16	3260
1750	12	3886
1800	202	48085
1788	315	38531
1765	195	57104
1754	364	124074
1746	234	75627
1757	119	38337
1708	11	2565
1748	12	3276
1765	259	76691
1754	396	122864
1760	204	59483
1756	15	5855
1751	46	10830
1765	24	6388
1717	27	7276
1726	129	36454
1729	239	51938
1718	75	31496
1764	132	40195
1722	32	9363
1796	143	27708
1753	25	5532
1732	40	9448
1789	54	9120
1794	95	33686
1743	11	2664
1795	92	11157
1720	95	30403
1727	73	20543
1760	457	161245
1727	78	15297
1716	30	5797
1775	18	3373
1744	20	2502
1791	4	581
1725	17	2553
1746	191	64427
1791	572	249927
	320	66938
	347	72340
1716	84	24700
	302	74011
1797	536	72585
	232	43961
1729	225	22327
	339	85367
1789	8	2577
	294	58354
1765	383	183338
1707	15	4622
1710	107	17347
1798	24	4847
1800	24	7588
1799	24	4358
1795	24	5096
1794	24	8108
	313	64184
1798	24	7880
1791	64	6903
1789	8	2441
1781	24	7435
1711	110	13583
1780	63	18942
1790	16	6226
1761	228	42841
1768	111	21266
1761	241	46518
1790	16	4871
1789	8	1598
	318	58731
1732	98	10430
1752	84	22563
1788	109	16043
1747	86	23050
1719	44	8868
1723	124	23963
1795	101	23012
1709	8	1492
1723	149	33034
1799	188	17546
1800	99	29511
1766	123	27330
1774	108	21723
1781	84	11807
1705	272	46690
1776	190	48948
1768	149	26698
1799	62	7535
1776	82	10510
1757	235	49269
1795	211	27412
1769	99	20937
1796	74	12142
1751	66	22319
1749	196	28045
1763	19	2235
1799	32	3344
1718	28	7941
1797	54	7512
1780	94	21370
1762	24	5182
1756	134	18009
1787	147	44235
1799	1	392
1729	183	62037
1774	60	17258
1733	185	54213
1799	145	45382
1780	8	3548
1780	7	1218
1778	70	11865
1775	16	3992
1780	48	15568
1779	24	4495
1702	152	16511
1785	24	5886
1788	24	5016
1741	91	28928
1790	16	1995
	111	31791
1755	96	16201
1725	83	10978
1776	96	23636
1788	221	43716
1777	136	24558
1798	93	23815
1704	79	28757
1771	136	20229
1790	106	19622
1719	111	21356
1768	68	21921
1790	235	51224
1797	177	44228
1729	105	20760
1786	159	18376
1735	191	57743
1770	111	24833
1776	74	12497
1711	115	11651
1769	159	39761
1709	118	18005
1755	171	46682
1793	162	19408
1794	145	30973
1753	203	56903
1793	182	48296
1774	104	35498
1799	167	39627
1768	309	57905
1752	92	23582
1765	81	20049
1774	85	27358
1766	76	22636
1756	108	13909
1718	107	27306
1784	109	35558
1764	318	47198
1784	114	38287
1764	328	52270
1763	24	5356
1777	198	31046
1775	79	24670
1773	63	18788
1798	24	5160
1798	30	9904
1776	24	6940
1774	56	22685
1797	28	5100
1789	24	4202
1780	60	10947
1721	103	41327
1702	16	4373
1782	52	9659
1800	95	6024
1722	36	7426
1727	152	35279
1776	32	12496
1780	34	12278
1798	44	5249
1702	24	5658
1727	20	10261
1780	52	19576
1798	24	5198
1782	52	10507
1776	52	23364
1770	295	122575
1750	75	3842
1739	20	3703
1776	26	5256
	91	37493
1777	464	156544
1762	244	68333
1795	184	52284
1717	128	100411
1762	240	63754
1750	8	1353
1798	325	55137
1794	98	24282
	152	105666
1750	39	6973
1783	180	23747
1750	12	1855
1733	6	5855
1750	74	14424
	496	170379
1737	441	170018
	481	163761
1774	577	321160
	479	153143
	494	173994
	554	398521
	478	144982
	480	149813
	477	151088
	477	149545
	479	149480
	477	149940
	480	149742
	480	149398
	589	657437
	840	917009
	1041	1172934
1775	8	1145
1800	44	3620
1792	53	6956
	8	1976
1790	8	1005
	8	2624
	8	1988
	8	3629
	16	4523
1799	55	11921
1770	83	17011
	640	206012
1792	82	16239
	8	3238
	8	2708
	32	8170
1794	114	25563
	24	6599
	14	3840
	482	95081
	456	89053
	416	80305
	424	81433
	400	76988
	428	80590
1784	24	4091
	424	82112
1772	31	11823
	440	82451
1799	23	10777
	464	88296
1706	56	14157
1768	72	21328
	459	91970
1704	223	65948
1776	67	11028
1791	71	35250
1708	24	11811
1789	63	9275
1751	44	10975
1718	239	48412
1758	227	34645
1764	96	13509
	2	1277
1746	16	3620
1707	2	1119
1771	27	5799
1768	15	2131
1712	178	49941
1777	95	12990
1739	1	409
1772	95	13153
1795	30	4130
1765	56	64370
1758	96	12524
1763	236	96737
1705	104	53833
1767	55	65391
1751	56	64353
1769	95	13163
1795	24	5293
1767	13	1029
1746	29	4725
1796	42	5728
1793	128	68864
1782	191	53952
1749	77	20475
1751	55	66309
1776	129	20248
1785	18	5105
1703	208	52330
1765	111	13942
1721	1	847
1789	30	3945
1764	1	155
	1	489
1773	1	299
1756	1	249
1766	1	2196
1760	1	339
1788	46	17707
1768	28	4518
1706	28	5816
1737	1	108
1728	38	8698
1724	1	513
1716	2	2869
1711	2	905
1714	2	1873
1706	1	607
1763	2	2480
1792	43	7687
1755	12	4148
1782	288	120449
1800	32	8345
1796	1	331
1753	138	16192
1796	444	161886
1785	353	90705
1702	320	63807
1767	402	217719
1766	255	102039
1704	233	49479
1711	143	32799
1798	1	638
1766	93	39519
1791	393	97205
1725	293	95195
1742	798	529599
1742	761	526049
1768	108	31224
1781	284	84715
1774	100	33425
1789	96	25733
1782	72	27000
1792	192	28194
1774	105	35130
1794	88	29928
	14	1798
	24	6094
	534	108534
1796	16	4718
1794	177	51308
1794	250	71636
1800	349	106082
1800	430	125019
1800	356	106997
	23	5167
	262	57904
1779	101	40193
1702	64	10602
1797	72	27865
	43	11617
1798	678	176736
	302	67481
1796	156	32318
1794	219	62951
	24	4442
1800	409	110067
1756	32	7090
1800	372	118174
1800	356	112036
1740	32	8662
1793	251	102115
1799	33	5072
1789	127	32196
1800	52	8547
1794	176	49528
1782	76	27756
1747	172	55292
1724	481	138735
1783	235	28222
1790	98	26151
1750	85	18373
	164	35980
1797	287	36019
